Loan_ID,Debt_to_Income_Ratio,Loan_to_Value_Ratio,Annual_Income,Loan_Amount,Interest_Rate,Loan_Term_Years,Subordination,Collateral_Value,Sector,Region,Assigned_Credit_Rating
6395,0.5953213685860895,0.9700606705874701,166641.29122989028,273838.2330133468,10.770991988998134,15.0,2,49119.66368341363,Healthcare,North Africa,Ca
6396,0.238945562993878,0.6493008425642517,139661.61217841014,404470.2451626854,7.7172480316907235,3.0,4,982390.4740514604,Technology,Oceania,Ba1
6397,0.34909464958698955,0.7373490602832624,69231.16255888832,40276.59207544655,5.341492782758891,15.0,4,17343.079410352217,Retail,Oceania,Aa1
6398,0.26476520688699834,0.8591857939638206,158488.92343301055,299416.39051808184,8.833368588929089,30.0,2,889363.9706739071,Finance,Eastern Europe,B3
6399,0.3203015570295874,0.9464909259214088,153745.73104988574,242547.22313390256,9.935985878553831,3.0,2,827713.7616882612,Healthcare,South Asia,Caa2
6400,0.5284750649346941,0.880026486949635,54145.06796339994,403579.84842451586,6.9428473806705675,3.0,3,492753.18796282617,Finance,Oceania,A1
6401,0.4421045375942433,0.8310912227045317,115382.67975993607,68340.49483975588,7.993962533099877,30.0,2,708288.4532238094,Finance,South Asia,Ba2
6402,0.5412205956737909,0.8102065914184301,158909.48408461318,110248.86843753784,11.1935055045133,3.0,5,114026.21458365214,Telecommunications,Central America,Caa3
6403,0.20175555416594323,0.8487851495065125,62562.50155732813,281552.522405418,9.884747849579478,7.0,5,766027.7382273059,Real Estate,East Africa,B1
6404,0.536680558920719,0.8040460638921791,108670.22380649892,473866.6343672933,11.636856247226099,3.0,4,785921.7933950247,Energy,East Africa,Caa3
6405,0.12988113708919222,0.8789310542820011,50525.99119820294,46183.95156520621,8.897528226860526,0.5,1,60828.15781880473,Transportation,South-East Asia,B1
6406,0.5442996402185762,1.1215897093326666,82161.93708695192,372971.6268819088,12.058741040642875,3.0,4,502269.0871359434,Energy,Southern Europe,Ca
6407,0.26453688973036393,0.9429805191382281,67050.6331532608,106672.60499494783,10.075862002130846,3.0,3,948666.5207999484,Consumer Goods,Southern Africa,B3
6408,0.2572938167070332,1.0058346124919781,115862.0915432255,57197.18970201756,7.903056263367459,30.0,3,951630.8317513774,Agriculture,Middle East,Ba1
6409,0.356044288349332,0.9182381936115436,54006.60691952791,200409.22635255323,9.71963073890972,15.0,2,984669.5755573486,Telecommunications,East Asia,Caa1
6410,0.5703450938616159,0.9501123776898015,95135.62841672718,293611.1522574188,6.4705397030087495,7.0,3,660098.4114540315,Consumer Goods,North Africa,Aa2
6411,0.12389068234070269,0.9048448799137261,76777.6938475621,414373.88088019344,8.113886285900541,3.0,2,149704.51375608382,Utilities,Middle East,Ba2
6412,0.27611548753537263,0.5188065655370763,156828.31541518605,319172.4661163045,4.516169711741161,3.0,3,418760.9062494099,Technology,South-East Asia,Aaa
6413,0.5282859943416679,1.199718867540014,148943.86143300845,248375.23574844986,7.159849370930454,7.0,3,729667.3330366436,Transportation,Western Europe,A2
6414,0.2980272387177334,0.5235264681490277,46138.19004315587,146405.34634884546,5.971026598958965,30.0,3,290995.57296061446,Retail,West Africa,A1
6415,0.1995784487985335,0.7766036057635576,192092.2609392461,149813.7564491441,7.610067629180261,30.0,3,812042.411145631,Finance,East Asia,Ba3
6416,0.31239709066570587,0.5735809748092534,156596.09607361507,386435.53147620184,9.768360610954817,30.0,1,862747.5333787254,Technology,Southern Africa,C
6417,0.2927762507458347,0.5678499153086527,134712.97827712062,61459.53914060929,6.204033330113924,0.5,3,765913.4981687514,Retail,Oceania,A2
6418,0.5577081007333518,1.0554688661721385,111209.2541133964,77504.51484896531,9.295258982456103,3.0,5,348681.7107470788,Agriculture,Central Asia,Ba1
6419,0.4809671878715486,0.7981480455506538,60246.81153012462,361269.50760303537,6.686239851535546,3.0,3,744058.0075053377,Retail,Central Asia,Aa3
6420,0.35255777787200315,1.0607970958091353,193542.71608775493,480715.80449488934,5.874931819259829,3.0,1,81560.17698302731,Retail,Southern Africa,Aa2
6421,0.5941852833607856,0.6909505294765821,31335.92403940939,64515.93064986828,8.192005765091382,3.0,2,341866.4163477529,Utilities,Central America,Baa3
6422,0.3326387656379617,0.6795239542643643,147721.7928190792,306665.9110162461,10.116387076493046,0.5,3,767945.2250160689,Real Estate,Western Europe,Caa2
6423,0.12911891541013762,0.6758619672701235,116265.53517151074,123398.25169769488,7.284066722481971,3.0,2,796872.7054918611,Technology,Eastern Europe,Baa3
6424,0.23113716090749245,0.9313019384855434,183438.92130417758,17750.11836189594,9.94571585338732,3.0,2,325591.5962976965,Healthcare,Central Asia,Caa3
6425,0.31803524010965634,1.07049957289192,94718.53749031191,416972.48975203757,11.583118037924297,3.0,3,960709.7486147414,Finance,South America,Ca
6426,0.17845131207306006,0.8165827070526683,118169.55122455163,256759.27897346742,7.779575240383752,7.0,3,280545.753041559,Healthcare,Middle East,Ba1
6427,0.5737825631620215,0.7654742234487577,156197.69662527562,16825.526088737013,7.674347942664161,3.0,3,663409.8638895882,Manufacturing,Northern America,Baa3
6428,0.4834244489088866,1.1815056879411545,38086.312364828795,448249.38453947956,10.500729907865042,0.5,1,880174.1158363213,Healthcare,West Africa,B3
6429,0.23414360021388633,0.5817278252081471,39260.790974253665,270164.1941105492,6.138333569524143,7.0,4,555885.0179999545,Utilities,East Asia,A2
6430,0.39540226675895795,0.8406428774314247,65984.36730244788,369848.35726101894,8.24566737482967,3.0,4,418366.55353461346,Finance,Central Asia,Baa2
6431,0.460724578554786,0.785941427227004,54892.17919996889,214634.88149292135,11.396573829060268,15.0,2,219292.20198147418,Real Estate,Southern Africa,C
6432,0.570639464453399,0.5686886176108232,31095.389616761786,96517.2199887874,9.861622694579346,15.0,1,204476.40331611672,Real Estate,North Africa,B3
6433,0.5408176745877054,0.6877402534617534,135908.2697580558,235458.7863679023,6.794054654779108,30.0,3,167332.01947455143,Retail,Northern Europe,Baa2
6434,0.3575961130691069,0.5199088488053785,165309.45446752128,147397.81347406327,10.481750600711388,3.0,5,448589.8444598972,Healthcare,Southern Europe,C
6435,0.4873263098965088,1.1138680022880698,192709.54597705047,151884.04219953172,5.440159657087856,7.0,3,552441.3021989485,Real Estate,Western Europe,Aaa
6436,0.3810723769137925,0.9254946702932807,104953.05400422611,323719.67004637833,7.308351051309506,0.5,3,840656.6612594692,Agriculture,Middle East,A2
6437,0.37635194502277003,1.0705129485091756,77552.51190106661,51569.42925232625,8.041204994673253,7.0,3,225173.55041465643,Transportation,South-East Asia,Baa2
6438,0.15737097916909595,0.8650881166820928,176863.41629234457,201522.19340760936,7.498042299196709,7.0,2,757655.5549598199,Energy,Eastern Europe,Baa3
6439,0.16306882900807604,0.919656880595326,173547.2541826967,275589.4700889856,9.699253020229845,3.0,2,697169.4236440312,Utilities,Northern America,Ca
6440,0.3647668075112287,0.9905981344664154,136223.34585872956,356379.44885115954,8.143444643550884,15.0,5,638173.7437608843,Consumer Goods,Eastern Europe,Baa3
6441,0.2344307724895033,1.1356081392249504,76435.33656912888,318285.13500954874,8.277077292425131,30.0,3,345953.23050072923,Finance,East Asia,Ba2
6442,0.11051845123023432,0.564226321478092,184447.99113400886,443692.0525017238,5.86606221794603,3.0,2,324813.4579772319,Utilities,Northern Europe,Baa2
6443,0.4614196019501061,0.7316638763150088,60328.227237602434,496230.2198520479,5.743492691020009,3.0,1,761349.209047197,Agriculture,Western Europe,Aa2
6444,0.11624329834508249,0.9963183334900003,37419.90561942655,469024.5948873169,8.595565073754585,3.0,1,281788.9190523181,Telecommunications,East Africa,Ba2
6445,0.39763842055202725,1.1708453941009749,165425.10840365192,383255.4245352658,10.442112208630498,7.0,3,336421.46602375404,Consumer Goods,Southern Africa,Caa1
6446,0.36959689706365717,1.1865651999430038,125822.04027385796,344577.55115212465,8.990472729261834,0.5,2,965539.8605505326,Consumer Goods,Western Europe,Ba3
6447,0.5844073452889023,0.9466721063960837,71899.52891014928,22538.68363360564,9.666231524119837,0.5,4,998479.7293733705,Technology,Central America,Ba2
6448,0.3421065696738208,0.6355189344284071,144052.26259443618,269081.91227500234,4.1575493918262545,3.0,2,11695.522139950219,Healthcare,Northern Europe,Aaa
6449,0.13180071818889869,0.5834462379897697,160341.8090481701,333539.8660636711,6.090409624539297,7.0,2,689896.4140117064,Healthcare,Eastern Europe,Baa1
6450,0.3758439839032308,1.1622305509962978,173572.8117281899,209405.32372782272,5.3639647367144505,3.0,2,540145.4976151895,Finance,East Asia,Aaa
6451,0.5205480853080507,0.8037493826237552,77961.42271466731,195474.32334818217,4.965491139402169,30.0,3,465568.67745497567,Retail,Southern Europe,Aaa
6452,0.59842464214072,0.6363712232838794,34349.8667128314,273550.6091672498,7.1010780899606605,3.0,5,282899.5704824942,Telecommunications,Central Asia,A1
6453,0.3151715868445363,1.1537247610443209,116706.59940456497,453786.75960531575,5.9376504025753745,7.0,4,512079.6780337575,Technology,Northern America,Aa2
6454,0.26014937124837123,0.5731669900950183,175533.3616821669,134159.542716711,8.52412647673862,0.5,2,462009.52347274876,Consumer Goods,South America,B1
6455,0.5533266484759994,1.0106997677999525,65329.62733452949,202532.13643111975,9.947648930185967,15.0,4,407298.01587697194,Real Estate,West Africa,Ba3
6456,0.1956210645380607,0.9376841192803339,101591.33043015153,328278.46429128945,4.696041248091301,15.0,3,851318.55645534,Transportation,Northern Europe,Aaa
6457,0.4077144575164633,0.5614142650666243,73591.52496443108,97073.59368320616,11.172763255829107,3.0,4,277938.81431542087,Energy,Oceania,C
6458,0.3028572120904739,0.7371241569476095,32271.65074206465,418277.2723562386,7.308391395412469,15.0,3,601501.2985630747,Retail,East Africa,A3
6459,0.12054118247777765,0.6049514826780075,182749.09639536898,334703.26627113414,4.0389139127942775,3.0,3,865572.8485290869,Telecommunications,Oceania,Aaa
6460,0.2736442371528489,0.9231490147732129,52959.048540528565,179369.71955963763,8.303023477205448,15.0,2,979211.526486946,Energy,Central Asia,Ba1
6461,0.2326142612513373,0.8339791221742001,160350.40967809618,362472.6673882781,9.935351295739244,7.0,2,606724.1780596048,Real Estate,Southern Europe,Caa2
6462,0.4430455769717434,0.5029925872623436,88922.5494045823,143276.53598550108,5.698468480316359,3.0,3,524835.9566551483,Healthcare,Central America,Aa2
6463,0.574395248845959,1.1829973963987355,77205.92451413309,388358.1438837534,5.7964394761748546,15.0,3,842109.8164710659,Technology,Southern Europe,Aaa
6464,0.23402359368931888,0.7447092549226783,189974.91070591265,39990.58626330039,8.572566199868355,7.0,2,196562.14075279958,Consumer Goods,Northern America,B3
6465,0.5057329695758409,0.680743074985935,141723.9127459092,216242.23375148713,9.850994226788679,7.0,4,633715.5715376243,Agriculture,West Africa,B2
6466,0.12767990846920477,0.6557100690558719,146776.85252665088,134511.23464220727,7.229817894226321,3.0,4,73536.20124771752,Real Estate,Southern Africa,Baa1
6467,0.3690605050199066,0.6111711273214975,159140.9961371536,409266.69173664897,4.82221466039594,15.0,2,663418.3021307939,Finance,East Africa,Aaa
6468,0.1352750318549473,1.1993959533515568,87958.66712385291,377609.79615174513,6.966986190170041,7.0,2,797851.134009317,Utilities,West Africa,A3
6469,0.5670164955653196,0.7065766275171234,125822.96171828143,421721.3833777886,7.574081914695215,7.0,1,72380.94081877785,Agriculture,South Asia,Baa2
6470,0.4831756402786951,0.7838594480569971,75937.96848797056,327523.7058405943,9.481199898896328,3.0,5,849936.3759441188,Telecommunications,North Africa,Ba3
6471,0.42897495560229615,1.1099491413246623,171872.05763106773,398684.5967200705,9.644199451965077,30.0,2,132125.43238019926,Utilities,South-East Asia,Caa3
6472,0.5119481908123321,0.9493212524800148,131882.2544807722,222200.1932780086,8.090584296058402,7.0,3,184075.36326138926,Utilities,Central America,Baa3
6473,0.4237598977850816,0.7580860882216908,71379.16042699,340638.4209704404,10.979100775991949,7.0,4,838039.5004759838,Healthcare,Central Asia,Ca
6474,0.5844721985871456,1.1288299051466972,182958.9290747023,20403.246164739427,5.277708357015749,30.0,2,133455.0128610831,Retail,East Africa,Aaa
6475,0.45697897393238573,1.02480694154952,128742.8000822548,440958.68122706504,5.589678689775009,3.0,3,677116.6624049117,Healthcare,Southern Europe,Aa1
6476,0.5623293047911234,0.6595303552791898,114155.18555376022,343962.9573455007,10.099391406893295,0.5,2,301866.14450677467,Healthcare,Northern Europe,Caa3
6477,0.358565946005319,0.9506172962199443,35862.889693434416,433717.7465706573,10.102854143755042,3.0,1,255881.4108722953,Energy,East Asia,B3
6478,0.15853220649093133,1.145678948804681,184666.34087730412,386575.13947159785,7.350579693703797,15.0,2,653652.9779533462,Transportation,Southern Africa,Baa2
6479,0.3640888607115086,0.8475226149152888,191886.56572533428,146756.4570659254,9.20623999626798,3.0,2,115694.03555183214,Consumer Goods,North Africa,B2
6480,0.16343641403154666,1.013528681982167,125641.76673242667,140075.7136492322,7.328237062620891,3.0,2,578876.1803281396,Real Estate,West Africa,A3
6481,0.39624673958820256,1.1797726207924115,105227.27011447476,400821.194898893,11.145727641192881,7.0,3,925277.3656994773,Consumer Goods,South Asia,Caa3
6482,0.34124653026383145,0.983289898626649,91126.06122079735,96431.04995154563,6.675930683048415,7.0,3,852894.2363588308,Transportation,Northern America,A2
6483,0.41128769891639083,0.5717070828362565,75568.15703112606,59777.294410075054,6.994362344505013,7.0,5,852604.1806454344,Manufacturing,Southern Africa,A2
6484,0.1050234905274158,0.6711916856519025,127669.98742671506,12445.891472318519,7.3649808591982975,3.0,4,309894.30189125857,Consumer Goods,South-East Asia,Baa3
6485,0.19742024582768206,0.9165675061398542,51776.15901247611,152721.88272973394,11.160023389058273,3.0,3,704269.89804954,Agriculture,West Africa,Caa3
6486,0.3456652159560655,0.6928890707603342,186259.51340167382,54136.20003175257,8.532521811157155,15.0,3,782307.0650564167,Transportation,Eastern Europe,B1
6487,0.5752517807945674,1.170279193772398,59912.98546982954,401834.83239789866,8.147792336044603,7.0,3,902390.4473711952,Finance,Oceania,Baa1
6488,0.2918045201775792,0.7837464238155216,156737.25459839794,244849.19633596615,5.437280111271528,3.0,2,271491.56470954604,Telecommunications,South America,Aa2
6489,0.31218601302681737,0.8200612840126555,82170.92130267076,129995.0359509337,5.093265148390617,3.0,4,763251.7782034857,Utilities,South Asia,Aaa
6490,0.4573480445033111,0.9911214654290821,68432.08320537531,303033.0344049376,6.51015926926572,15.0,3,239951.49441201758,Retail,West Africa,Aa2
6491,0.40189637864305905,0.8669748119393119,124837.76049031256,39824.447898499195,6.548832448731805,3.0,3,37513.300201570106,Finance,Southern Europe,A1
6492,0.24946307504916662,0.7675021768221378,160071.24679711586,364430.01938533323,6.1556644169208745,7.0,2,487016.27327734046,Transportation,East Asia,A2
6493,0.30540819778371386,0.5536465126082051,153545.23371985348,253189.5572460234,9.875830743190667,7.0,4,768233.4255075486,Energy,Oceania,Caa2
6494,0.20884989942861623,0.9175119126555047,69738.57965252528,8205.802767864447,10.071542549072351,15.0,2,222225.84054429678,Utilities,South-East Asia,Ca
6495,0.5830107295651042,1.1073060215558241,86185.39954583216,163012.4906928059,6.971533610962771,0.5,2,58109.042447547814,Real Estate,Middle East,Aa2
6496,0.16531719077867987,0.9800337092320393,177701.47111006395,376345.2248277019,6.757388401426161,3.0,2,380052.5562214727,Retail,Central Asia,A3
6497,0.2859183922832097,0.7670465070328665,152951.43656778935,98117.0093893729,8.175672655440339,30.0,5,210848.73698356887,Healthcare,West Africa,Ba3
6498,0.1129194861100056,0.5894082452361906,151157.96390993556,481129.2426466014,7.530642572304376,7.0,2,388265.67604006705,Real Estate,Central Asia,Ba1
6499,0.2108897459667732,1.0714367308329706,75713.86297642146,448831.42643896176,10.175203906515284,7.0,4,921623.585356734,Energy,South America,B2
6500,0.4902355691900775,1.1592238535618433,164640.73230465403,390228.1707539973,5.689317716254348,3.0,1,746462.2635811814,Manufacturing,East Africa,Aaa
6501,0.20058761614443973,0.7717910935573853,90931.02522351441,43881.43745765606,6.825522943024216,3.0,4,379214.61130947265,Technology,North Africa,A2
6502,0.1400317012644828,1.0100495324288432,98236.38842708268,180149.46232852305,8.65126844860068,3.0,1,331798.77198772953,Utilities,Southern Europe,B2
6503,0.3372265899222616,0.7875344079235289,78885.38513012344,152607.6858289107,5.828499114110314,15.0,3,921982.620924307,Real Estate,West Africa,Aa1
6504,0.10498461736725925,0.8515868571965396,50636.34199667113,73124.53261234071,7.579693563592759,3.0,2,889955.423875856,Utilities,East Africa,Baa3
6505,0.1423830772131666,1.0855334664314866,101466.90570928568,499811.3530679876,5.080841556364893,3.0,1,608046.6029726382,Agriculture,Southern Europe,Aaa
6506,0.5038129347814876,0.5583970395478075,32879.71532680266,77862.82930163195,9.761636017867708,3.0,2,364011.710601157,Real Estate,Eastern Europe,B2
6507,0.48573667242980323,0.8712347441506936,107504.74070263415,161087.135538785,8.151752565287328,15.0,2,794411.0827788766,Utilities,Southern Africa,Ba2
6508,0.557569410202448,0.6502341922698557,153251.09447753598,440670.0190210146,8.905549310757252,7.0,2,667096.22974219,Finance,East Asia,B1
6509,0.5272577179553748,0.7378641618470336,193326.65556996077,76470.75359528314,9.253677078888886,0.5,3,569023.666993835,Manufacturing,South-East Asia,B2
6510,0.4415877816199091,0.951100177249592,43364.23457622568,237416.34611709672,10.213135931665846,7.0,4,741168.9721817556,Manufacturing,South America,B2
6511,0.12616642865033142,0.5190598886357939,77819.41970983415,487966.6146962375,10.042299851022337,3.0,3,143121.40269721625,Energy,East Africa,Caa1
6512,0.4914243089933288,0.9156775692812138,114002.27877398903,127407.79906804087,11.259373344787706,7.0,3,930846.9841034227,Energy,North Africa,Caa3
6513,0.5227554054202802,0.6984095676176247,58965.951279325775,353013.8173999436,5.649376948578841,15.0,3,973191.625741924,Healthcare,Eastern Europe,Aa2
6514,0.49954107288597727,0.9686390525656505,49860.8487529718,44619.625946011554,10.04941161545044,3.0,3,360904.7102563561,Technology,Central America,B1
6515,0.35423951765401307,0.599106946339138,106894.07792659359,302431.61091790255,9.260544926863247,3.0,2,947332.1303102291,Technology,East Asia,B3
6516,0.21645091932474084,1.015068122671325,128724.18991167516,172829.51888391763,10.34975215528075,30.0,5,797872.8472881629,Technology,Northern Europe,C
6517,0.5226649878443633,0.9519478038340847,169435.31351288158,351284.44335349795,9.602118183992983,15.0,3,941619.5597257218,Energy,East Africa,B1
6518,0.46358140487006927,1.1798692830162456,199626.58170501038,219280.55269046212,5.765726856458986,3.0,4,918283.7417470919,Manufacturing,Western Europe,Aa1
6519,0.5903805871944258,1.1378647542807037,161626.0325978214,153004.330044557,8.071621457619898,3.0,3,208892.8858315255,Transportation,Eastern Europe,Baa1
6520,0.17784629887796646,0.6983120042397917,67627.87683427444,275273.90324042086,4.148334613183649,30.0,4,267425.85270484973,Healthcare,Southern Europe,Aaa
6521,0.21283229152602753,0.5191216009078059,157156.27168941207,74145.02189575635,8.235916350943436,3.0,3,267988.1286286434,Manufacturing,North Africa,Ba3
6522,0.20589907494075135,0.9587579927782304,121316.11613424399,408143.8254710143,7.362031927297338,3.0,4,103354.29358757069,Utilities,East Africa,Baa1
6523,0.4962698838106684,0.9220211723032707,106637.62786958461,376601.14903089585,11.197474693149195,3.0,1,403711.0526392914,Finance,Central Asia,Ca
6524,0.1934536482250591,0.5192001381365122,189073.84396423583,274759.244928883,4.5908326827518255,3.0,1,368995.60865677317,Real Estate,West Africa,Aaa
6525,0.13332991491165305,0.5858742704418148,149355.73977634247,186688.90914221044,10.594999192030253,3.0,3,350522.03996940755,Real Estate,Southern Africa,Ca
6526,0.5992804032928143,0.9092911931751899,145887.82250247285,458036.949541198,8.476828969693276,3.0,2,355455.65078931657,Finance,Middle East,Baa3
6527,0.11240860572257458,1.1382790848304443,31998.514003692035,319056.9079987197,6.293254124141428,3.0,4,71449.94443017,Real Estate,Central America,Aaa
6528,0.5176220300794329,1.134550193559385,177062.1535345631,145976.06554370082,10.674622389066666,30.0,2,194115.4719105225,Real Estate,Southern Europe,Ca
6529,0.2826834207753264,0.6060395382284524,164861.08115975288,404320.7613011735,7.194449368893733,7.0,2,302949.6600615529,Retail,Southern Europe,Baa3
6530,0.5208077298789077,0.7692017624836747,80820.11924817524,319334.7523576682,5.099187245027083,30.0,3,890087.9045909405,Agriculture,Western Europe,Aa1
6531,0.37731024560557247,0.5302420050465219,79659.28012612349,67871.24519068669,7.426317300585236,3.0,4,927264.0291276507,Retail,South Asia,Baa1
6532,0.5508156147431801,0.8284902924540503,39091.33820882301,61545.45608132139,9.520090227021848,3.0,2,292357.3859731082,Healthcare,Southern Europe,B2
6533,0.5630964932073134,1.027158421771244,38645.59203387512,469361.9846196502,9.268617835580436,3.0,4,697217.2673670342,Retail,Southern Africa,Baa3
6534,0.104549090640388,1.052980897955928,143661.06728848582,147516.43065635246,5.668666481758464,3.0,5,852115.9275772482,Finance,East Asia,Aa1
6535,0.13770608799639414,0.8492926266176011,61660.3941943225,333423.88666411326,6.229295318683816,30.0,4,511113.4235789031,Telecommunications,South-East Asia,A3
6536,0.22517936478542774,0.5671087722957528,187003.1344725536,23034.76716836821,10.062478651381944,3.0,3,757988.1312711159,Telecommunications,South-East Asia,C
6537,0.43465770818175087,0.7669547826270964,173208.75276424192,280468.45871869643,7.038575864547738,7.0,3,976108.1300436727,Manufacturing,Northern America,Baa2
6538,0.544136098255753,1.1524713719820552,89310.47720547122,119408.67570325056,8.762231494469075,30.0,2,170591.98180617232,Consumer Goods,Northern America,B1
6539,0.3299709756469814,0.6607287895638003,94611.65380811403,74115.00333169354,5.600995276757429,7.0,3,79714.82580778972,Transportation,Southern Europe,Aa2
6540,0.40348655813713274,0.7238281149389085,85637.01534531271,387884.0471889593,10.012404432949504,7.0,3,643623.164216721,Manufacturing,East Africa,B3
6541,0.19424992639778058,1.0227790228241496,45707.13524259908,405723.615185083,11.251604499406001,7.0,3,513396.9225914687,Agriculture,Central America,Caa3
6542,0.5024834169408426,1.0135065522201567,35343.12680053705,359030.05576393945,8.612371534310823,3.0,2,303637.6158808961,Technology,Eastern Europe,Baa3
6543,0.5836640556767348,1.1385416016174528,106862.63691778254,10537.488345052738,5.26075750514236,7.0,2,917421.013642004,Utilities,East Asia,Aaa
6544,0.23429946645729874,0.7716830835042627,190316.81946355404,146030.06174342555,5.961558942547506,15.0,2,847369.8527971057,Utilities,East Africa,A3
6545,0.3474129758002732,0.8602191067120037,185932.384539253,183675.8268860661,8.147621919087948,3.0,3,271757.3342119914,Utilities,Southern Europe,Ba3
6546,0.1430580552531869,0.8271747228543342,167672.58599063195,346970.8608065577,7.835182146544727,7.0,2,776451.4372722587,Telecommunications,Middle East,Ba2
6547,0.37956832823148423,1.1494265197157172,136861.13766531082,378994.1224296752,10.862303687065916,3.0,2,830120.4696995104,Consumer Goods,East Africa,Caa2
6548,0.35139172092334026,1.0385314121772442,175557.8091375463,315788.1864038169,10.109297147357012,7.0,2,332076.19628836226,Utilities,South Asia,Caa3
6549,0.1722182420775388,1.0820092458836936,117561.6480143659,395598.73064532067,6.090200183701454,0.5,3,108157.75415971813,Transportation,West Africa,Aa1
6550,0.3210331065590375,0.5931687881805876,60627.22261350739,216513.439520635,6.015356862262644,3.0,2,851914.2619390585,Agriculture,South Asia,Aa3
6551,0.26705232604328166,1.054292685007712,146308.9591241694,273213.2699692017,10.609180433337325,30.0,3,105820.38446548388,Transportation,South America,Ca
6552,0.3609154376525947,0.8030851362402478,186509.8259803442,36803.83666322785,4.144080976556803,30.0,2,483821.88637283404,Real Estate,Oceania,Aaa
6553,0.3928271677143996,0.516337077981453,33332.86655897695,216445.80703998535,7.8390944017397075,7.0,2,202421.25123619442,Retail,South Asia,Baa3
6554,0.10424778930360476,0.5420618469202992,72745.48887534824,219153.39118059637,4.280103612298446,15.0,3,928187.0467911537,Technology,Southern Europe,Aaa
6555,0.4805029914747777,0.9745355578143912,75124.49251611615,307702.4542362905,11.651621729206495,3.0,2,116048.43157787496,Technology,North Africa,C
6556,0.4565071459308704,0.7604087088021789,46836.72156476436,192058.6945757666,7.736556728129017,3.0,2,125731.67256739814,Retail,Western Europe,Baa2
6557,0.2831431931032611,1.1076809012564364,68334.0176377534,123035.2185904857,10.260947947986029,7.0,5,704712.3257602665,Retail,Oceania,B3
6558,0.12646796778440914,1.0139911937131065,95276.95324494119,122610.16318402906,7.0400913900845605,15.0,3,213500.23616739182,Retail,Southern Europe,Baa1
6559,0.47746626989252516,0.5151760081668733,189772.0222242151,71267.08289360571,7.607098831877482,15.0,1,141037.4842086687,Technology,South America,Ba2
6560,0.5775875802390662,0.9808218182852013,176245.1807515554,352006.21179698437,6.256642485444576,7.0,2,176510.7814491043,Technology,Eastern Europe,Aa3
6561,0.2200757980110071,0.6346467309126493,190821.05812464486,313171.34862236335,5.6458197843093325,30.0,3,599937.3782616473,Energy,Central Asia,A2
6562,0.261762306868519,0.7958077980927385,50497.20204279767,291728.7103705226,9.763342012419264,3.0,2,230399.62630160362,Telecommunications,South-East Asia,Caa1
6563,0.19190644474090748,0.9373146414860739,34768.23847527363,267854.71648639126,7.463548290749615,15.0,3,383466.0940013609,Technology,South-East Asia,Baa2
6564,0.3884680616724199,1.110902488906985,48680.13794988785,186931.06193895405,9.204050788634792,3.0,4,851237.1324221209,Retail,Central Asia,Ba1
6565,0.17742069732372748,0.8192685218743574,185430.2579249466,385514.8489822115,9.22492172286432,30.0,2,183915.70620000488,Consumer Goods,Southern Europe,Caa3
6566,0.2780969717306897,1.065943317933794,56773.0685510436,461401.9617109462,9.243465673078273,3.0,3,828014.6083488236,Consumer Goods,Northern America,B1
6567,0.44850650696713146,1.048075963960443,127348.24011732923,222794.64865322274,11.002053302527054,3.0,3,777647.3154796996,Energy,Central Asia,Caa2
6568,0.38005799150467423,0.7901769589958808,68689.00287632953,207498.8599437128,5.693856288852179,7.0,2,832864.3570003009,Energy,Central America,Aaa
6569,0.29323128216396765,0.850686114403032,33508.02223585591,85550.14075680438,5.785078796907471,3.0,2,353547.13808874623,Energy,Southern Europe,Aa1
6570,0.3101248009037709,0.9903395070348692,44385.6281642382,337000.85863043845,8.280051029803463,3.0,1,477638.56829676515,Technology,South-East Asia,Ba1
6571,0.38105544131161473,0.5218039042528578,150665.49390429023,281255.6703720176,8.740381751907845,7.0,5,709935.9193574603,Transportation,Central Asia,Ba3
6572,0.10293236394358066,1.1235679896594721,61002.29684226765,494059.008137715,6.928502976512459,15.0,2,47052.96929364664,Agriculture,Northern Europe,Baa1
6573,0.13925493422680493,1.0388713116063855,68953.66492369151,294239.96755112923,9.63302442245082,15.0,4,667124.6710796099,Consumer Goods,South-East Asia,B3
6574,0.5406290338815058,0.6745911169816312,94133.60514002659,147862.37876647015,10.121427373039156,7.0,3,128894.10333416131,Utilities,Oceania,Caa3
6575,0.1389394945456454,1.186825967232283,141731.0652231495,283655.62755532144,5.998570649051228,3.0,3,295193.4236054097,Agriculture,East Africa,Aa1
6576,0.4534017981052526,0.6255732468127331,109793.30680314326,492424.1401969338,7.212032680312931,3.0,3,811686.3919078268,Consumer Goods,Southern Europe,Baa1
6577,0.5600190820545263,1.1398606715930812,190583.73671894084,363050.91411195416,11.570037635145884,15.0,5,639030.1232014641,Finance,Southern Europe,C
6578,0.23534180215086556,0.7271314208261778,103810.97242574277,68645.76784112211,7.823548124997255,15.0,3,625638.1894264971,Agriculture,Central Asia,Ba1
6579,0.2852457185297571,1.034202697114895,63852.25643357019,174865.4960743134,8.966386152558504,0.5,4,234643.96100061465,Agriculture,Eastern Europe,Ba1
6580,0.3844607029223581,0.8194636152735615,121144.28269953138,152849.0557210219,7.9095888910718335,15.0,4,671198.7092377013,Energy,Middle East,Baa2
6581,0.5408544848192923,1.0155271712150014,106651.2345661274,429127.77059877105,10.243011963853297,15.0,3,140384.22408200015,Technology,East Asia,Caa1
